start_tsc 9263541789443575 start_tsp 1739292286982504362
NODE_N=50
Initialization...
setting device 0 with name NVIDIA A100-PCIE-40GB
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 3200000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 6400000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 250
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 500
OK, begin to generate orders.
CPU_Times,1739292287507620352,1739292288044127744,536507392
Overlap_Times,0,0,0
RUNTIME cudaMalloc_v3020 (cbid=20), 1739292287507631134,1739292287507770316,139182, process 3626769, thread 2732793856, correlation 1
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035721703,1739292288035721803,100, process 3626769, thread 2732793856, correlation 12486
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035721863,1739292288035722054,191, process 3626769, thread 2732793856, correlation 12487
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035722204,1739292288035722384,180, process 3626769, thread 2732793856, correlation 12488
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035722445,1739292288035722545,100, process 3626769, thread 2732793856, correlation 12489
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035722605,1739292288035722815,210, process 3626769, thread 2732793856, correlation 12490
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035722875,1739292288035723076,201, process 3626769, thread 2732793856, correlation 12491
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035723466,1739292288035723576,110, process 3626769, thread 2732793856, correlation 12492
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035723637,1739292288035723737,100, process 3626769, thread 2732793856, correlation 12493
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035723797,1739292288035723987,190, process 3626769, thread 2732793856, correlation 12494
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035724118,1739292288035724308,190, process 3626769, thread 2732793856, correlation 12495
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035724368,1739292288035724468,100, process 3626769, thread 2732793856, correlation 12496
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035724528,1739292288035724729,201, process 3626769, thread 2732793856, correlation 12497
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035724799,1739292288035724989,190, process 3626769, thread 2732793856, correlation 12498
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035725470,1739292288035725580,110, process 3626769, thread 2732793856, correlation 12499
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035725640,1739292288035725741,101, process 3626769, thread 2732793856, correlation 12500
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035725801,1739292288035725991,190, process 3626769, thread 2732793856, correlation 12501
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035726141,1739292288035726332,191, process 3626769, thread 2732793856, correlation 12502
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035726392,1739292288035726482,90, process 3626769, thread 2732793856, correlation 12503
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035726552,1739292288035726762,210, process 3626769, thread 2732793856, correlation 12504
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035726823,1739292288035727023,200, process 3626769, thread 2732793856, correlation 12505
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035727334,1739292288035727444,110, process 3626769, thread 2732793856, correlation 12506
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035727504,1739292288035727604,100, process 3626769, thread 2732793856, correlation 12507
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035727664,1739292288035727855,191, process 3626769, thread 2732793856, correlation 12508
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035727985,1739292288035728165,180, process 3626769, thread 2732793856, correlation 12509
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035728235,1739292288035728325,90, process 3626769, thread 2732793856, correlation 12510
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035728386,1739292288035728596,210, process 3626769, thread 2732793856, correlation 12511
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035728656,1739292288035728857,201, process 3626769, thread 2732793856, correlation 12512
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035729868,1739292288035729969,101, process 3626769, thread 2732793856, correlation 12513
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035730039,1739292288035730139,100, process 3626769, thread 2732793856, correlation 12514
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035730209,1739292288035730400,191, process 3626769, thread 2732793856, correlation 12515
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035730540,1739292288035730730,190, process 3626769, thread 2732793856, correlation 12516
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035730800,1739292288035730890,90, process 3626769, thread 2732793856, correlation 12517
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035730950,1739292288035731161,211, process 3626769, thread 2732793856, correlation 12518
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035731221,1739292288035731421,200, process 3626769, thread 2732793856, correlation 12519
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035731752,1739292288035731862,110, process 3626769, thread 2732793856, correlation 12520
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035731922,1739292288035732032,110, process 3626769, thread 2732793856, correlation 12521
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035732093,1739292288035732283,190, process 3626769, thread 2732793856, correlation 12522
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035732413,1739292288035732604,191, process 3626769, thread 2732793856, correlation 12523
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035732664,1739292288035732764,100, process 3626769, thread 2732793856, correlation 12524
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035732814,1739292288035733034,220, process 3626769, thread 2732793856, correlation 12525
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035733085,1739292288035733285,200, process 3626769, thread 2732793856, correlation 12526
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035733716,1739292288035733816,100, process 3626769, thread 2732793856, correlation 12527
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035733886,1739292288035733976,90, process 3626769, thread 2732793856, correlation 12528
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035734046,1739292288035734227,181, process 3626769, thread 2732793856, correlation 12529
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035734377,1739292288035734567,190, process 3626769, thread 2732793856, correlation 12530
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035734627,1739292288035734717,90, process 3626769, thread 2732793856, correlation 12531
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035734788,1739292288035734998,210, process 3626769, thread 2732793856, correlation 12532
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035735058,1739292288035735258,200, process 3626769, thread 2732793856, correlation 12533
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035736140,1739292288035736251,111, process 3626769, thread 2732793856, correlation 12534
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035736311,1739292288035736401,90, process 3626769, thread 2732793856, correlation 12535
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035736471,1739292288035736651,180, process 3626769, thread 2732793856, correlation 12536
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035736781,1739292288035736972,191, process 3626769, thread 2732793856, correlation 12537
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035737032,1739292288035737132,100, process 3626769, thread 2732793856, correlation 12538
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035737192,1739292288035737403,211, process 3626769, thread 2732793856, correlation 12539
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035737463,1739292288035737663,200, process 3626769, thread 2732793856, correlation 12540
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035737944,1739292288035738044,100, process 3626769, thread 2732793856, correlation 12541
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035738114,1739292288035738204,90, process 3626769, thread 2732793856, correlation 12542
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035738264,1739292288035738455,191, process 3626769, thread 2732793856, correlation 12543
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035738605,1739292288035738795,190, process 3626769, thread 2732793856, correlation 12544
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035738855,1739292288035738945,90, process 3626769, thread 2732793856, correlation 12545
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035739016,1739292288035739216,200, process 3626769, thread 2732793856, correlation 12546
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035739276,1739292288035739477,201, process 3626769, thread 2732793856, correlation 12547
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035739897,1739292288035740007,110, process 3626769, thread 2732793856, correlation 12548
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035740068,1739292288035740168,100, process 3626769, thread 2732793856, correlation 12549
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035740228,1739292288035740418,190, process 3626769, thread 2732793856, correlation 12550
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035740548,1739292288035740729,181, process 3626769, thread 2732793856, correlation 12551
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035740799,1739292288035740889,90, process 3626769, thread 2732793856, correlation 12552
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035740949,1739292288035741160,211, process 3626769, thread 2732793856, correlation 12553
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035741220,1739292288035741420,200, process 3626769, thread 2732793856, correlation 12554
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035742192,1739292288035742302,110, process 3626769, thread 2732793856, correlation 12555
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035742362,1739292288035742462,100, process 3626769, thread 2732793856, correlation 12556
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035742522,1739292288035742712,190, process 3626769, thread 2732793856, correlation 12557
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035742843,1739292288035743033,190, process 3626769, thread 2732793856, correlation 12558
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035743093,1739292288035743184,91, process 3626769, thread 2732793856, correlation 12559
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035743254,1739292288035743454,200, process 3626769, thread 2732793856, correlation 12560
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035743514,1739292288035743714,200, process 3626769, thread 2732793856, correlation 12561
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035744286,1739292288035744396,110, process 3626769, thread 2732793856, correlation 12562
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035744456,1739292288035744556,100, process 3626769, thread 2732793856, correlation 12563
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035744616,1739292288035744807,191, process 3626769, thread 2732793856, correlation 12564
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035744947,1739292288035745137,190, process 3626769, thread 2732793856, correlation 12565
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035745197,1739292288035745297,100, process 3626769, thread 2732793856, correlation 12566
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035745357,1739292288035745568,211, process 3626769, thread 2732793856, correlation 12567
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035745628,1739292288035745829,201, process 3626769, thread 2732793856, correlation 12568
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035747181,1739292288035747281,100, process 3626769, thread 2732793856, correlation 12569
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035747341,1739292288035747441,100, process 3626769, thread 2732793856, correlation 12570
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035747502,1739292288035747692,190, process 3626769, thread 2732793856, correlation 12571
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035747822,1739292288035748013,191, process 3626769, thread 2732793856, correlation 12572
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035748073,1739292288035748173,100, process 3626769, thread 2732793856, correlation 12573
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035748233,1739292288035748443,210, process 3626769, thread 2732793856, correlation 12574
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035748494,1739292288035748694,200, process 3626769, thread 2732793856, correlation 12575
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035748954,1739292288035749064,110, process 3626769, thread 2732793856, correlation 12576
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035749125,1739292288035749225,100, process 3626769, thread 2732793856, correlation 12577
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035749285,1739292288035749475,190, process 3626769, thread 2732793856, correlation 12578
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035749596,1739292288035749786,190, process 3626769, thread 2732793856, correlation 12579
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035749846,1739292288035749946,100, process 3626769, thread 2732793856, correlation 12580
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035750006,1739292288035750217,211, process 3626769, thread 2732793856, correlation 12581
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035750277,1739292288035750477,200, process 3626769, thread 2732793856, correlation 12582
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035750778,1739292288035750878,100, process 3626769, thread 2732793856, correlation 12583
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035750938,1739292288035751038,100, process 3626769, thread 2732793856, correlation 12584
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035751098,1739292288035751289,191, process 3626769, thread 2732793856, correlation 12585
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035751419,1739292288035751609,190, process 3626769, thread 2732793856, correlation 12586
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035751669,1739292288035751760,91, process 3626769, thread 2732793856, correlation 12587
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035751820,1739292288035752030,210, process 3626769, thread 2732793856, correlation 12588
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035752090,1739292288035752291,201, process 3626769, thread 2732793856, correlation 12589
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035752631,1739292288035752742,111, process 3626769, thread 2732793856, correlation 12590
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035752802,1739292288035752892,90, process 3626769, thread 2732793856, correlation 12591
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035752962,1739292288035753142,180, process 3626769, thread 2732793856, correlation 12592
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035753272,1739292288035753463,191, process 3626769, thread 2732793856, correlation 12593
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035753523,1739292288035753623,100, process 3626769, thread 2732793856, correlation 12594
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035753683,1739292288035753894,211, process 3626769, thread 2732793856, correlation 12595
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035753954,1739292288035754154,200, process 3626769, thread 2732793856, correlation 12596
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035754745,1739292288035754855,110, process 3626769, thread 2732793856, correlation 12597
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035754915,1739292288035755006,91, process 3626769, thread 2732793856, correlation 12598
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035755066,1739292288035755256,190, process 3626769, thread 2732793856, correlation 12599
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035755387,1739292288035755577,190, process 3626769, thread 2732793856, correlation 12600
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035755637,1739292288035755737,100, process 3626769, thread 2732793856, correlation 12601
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035755797,1739292288035756008,211, process 3626769, thread 2732793856, correlation 12602
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035756068,1739292288035756268,200, process 3626769, thread 2732793856, correlation 12603
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035774973,1739292288035775104,131, process 3626769, thread 2732793856, correlation 12604
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288035775164,1739292288035775254,90, process 3626769, thread 2732793856, correlation 12605
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288035775314,1739292288035775534,220, process 3626769, thread 2732793856, correlation 12606
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288035775705,1739292288035775915,210, process 3626769, thread 2732793856, correlation 12607
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288035775975,1739292288035776085,110, process 3626769, thread 2732793856, correlation 12608
